source,anchor,operative_outcome,recommended_destination,required_superior_delegation,duplicated_safeguards_cross_reference_risks,preservation_scenarios,destination_code
draft/rules_draft.md,제21조(표결 원칙) ③,공식 채널 밖에서 이루어진 합의는 적법한 회의체가 추인해야 효력이 생긴다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/rules_draft.md,제22조(기록과 공개) ①,총회와 임원회의는 안건·참가자·결정·표결 결과·시행일·담당자를 기록하고 7일 안에 공개한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/rules_draft.md,제22조(기록과 공개) ②,공개할 때에는 개인정보·보안정보를 가린다. 원문 대화는 보조 자료로 관리한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.","ordinary operation; preserve actor, trigger, threshold, record and outcome",GOV
draft/rules_draft.md,제23조(후보와 선거) ①,회장은 임기 만료 전 종강총회에서 회원의 직접·비밀선거로 선출한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"election eligibility, secrecy, verification, deadlock and challenge",BYL
draft/rules_draft.md,제23조(후보와 선거) ②,임원회의는 총회 14일 전까지 후보 등록 방법과 일정을 공고한다. 해당 학기 회원으로서 임기 중 활동할 사람은 총회 7일 전까지 후보자로 등록할 수 있다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제24조(선거관리) ①,"임원회의는 후보자와 직접 이해관계가 없는 회원 중 서로 다른 선거관리자와 검증자를 정한다. 선거관리자는 후보 등록과 투·개표를 진행하고, 검증자는 명부·본인 확인·중복 방지·무기명성·집계·공고를 독립적으로 확인한다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality. Conflict/independence safeguard must remain attached to the decision it constrains.","conflicted decision-maker fallback; election eligibility, secrecy, verification, deadlock and challenge",GOV
draft/rules_draft.md,제24조(선거관리) ②,"선거관리자와 검증자는 각자 확인한 기록이 일치하면 당선을 함께 확정한다. 자격·중복 방지·집계 근거는 투표 선택과 분리하여 보존한다. 보존 기간은 당선 확정일부터 7일이 지나고, 그 7일 동안 제기된 특별이의의 처리가 모두 끝날 때까지로 한다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.","election eligibility, secrecy, verification, deadlock and challenge; record retention and deletion",GOV
draft/rules_draft.md,제24조(선거관리) ③,선거관리자나 검증자가 직무를 수행할 수 없으면 임원회의는 2일 안에 그 사람을 교체한다. 선거관리자와 검증자가 당선 확정에 합의하지 못하면 두 사람은 각자의 판단 근거를 기록한다. 이 경우 총회는 무기명성을 유지하면서 당선 확정·재검표·재투표 중 필요한 조치를 정한다.,"GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.","incapacity fallback; election eligibility, secrecy, verification, deadlock and challenge",GOV
draft/rules_draft.md,제24조(선거관리) ④,"선거관리자와 검증자는 투표 종료 후 3일 안에 공동 확정 또는 불합의 의견을 공고한다. 임원회의가 제23조제2항의 기한까지 일정·선거관리자·검증자를 정하지 못하거나 불합의 의견 공고 후 3일 안에 총회를 공고하지 않으면 회원발의 정족수를 충족한 회원이 선거관리 총회를 소집할 수 있다. 이 총회는 선거관리자·검증자, 일정, 재검표 또는 재투표를 정한다.","GA subrule G — meetings, decisions, elections and TFs","Bylaws must expressly delegate meeting, voting, election, emergency-decision and TF procedure to a GA-enacted subrule; reserved matters and final thresholds stay in bylaws.","Subrule must not alter reserved body, quorum, approval threshold, right or sanction fixed by bylaws. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.","election eligibility, secrecy, verification, deadlock and challenge",GOV
draft/rules_draft.md,제25조(당선·재선거·이의) ①,"단독 후보는 참여자 과반수 찬성, 복수 후보는 참여자 과반수의 표를 얻으면 당선된다. 과반 득표자가 없으면 「SCSC 의사결정 세칙」 제9조에 따라 결선투표한다.",Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Threshold/denominator duplicate risk: keep one authoritative statement and test every cross-reference.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제25조(당선·재선거·이의) ②,당선인이 없거나 선거가 무효가 되면 직무대행자는 30일 안에 재선거를 실시한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation.,"election eligibility, secrecy, verification, deadlock and challenge",BYL
draft/rules_draft.md,제25조(당선·재선거·이의) ③,후보·투표·집계에 관한 통상적인 이의는 당선 확정 전에 총회가 처리한다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only.,"ordinary operation; preserve actor, trigger, threshold, record and outcome",BYL
draft/rules_draft.md,제25조(당선·재선거·이의) ④,당선 확정 전에 알 수 없었던 중대한 무자격·중복투표·집계·무기명성·조작 문제가 선거 결과에 영향을 줄 수 있으면 회원은 당선 확정 후 7일 안에 특별이의를 제기할 수 있다.,Compact bylaws (superior rule),None; preserve in member-adopted bylaws.,Do not duplicate operative wording below; lower instruments should cross-reference and implement only. Deadline/retention duplicate risk: centralize or cross-reference; do not silently change on relocation. Privacy/secrecy overlap: align with privacy policy without weakening purpose limitation or ballot confidentiality.,"election eligibility, secrecy, verification, deadlock and challenge",BYL
